cerberus: .word 20, 20
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,255,199,199,199,199,199,199,199,255,199,199,199,199,199,199,
199,199,199,199,199,255,255,199,199,199,199,199,199,255,199,199,199,199,199,199,
199,199,199,199,199,255,246,255,255,255,255,255,255,255,199,199,199,199,199,199,
199,199,199,199,199,255,173,181,255,255,183,255,181,255,199,199,199,199,199,199,
199,199,199,199,199,255,255,255,255,183,183,183,255,255,199,199,199,199,199,199,
199,199,199,199,199,255,255,255,183,183,183,183,183,255,255,255,199,199,199,199,
199,199,199,199,199,255,255,183,5,183,183,183,5,247,255,255,199,199,199,199,
199,199,199,199,255,255,255,183,5,183,183,183,5,183,255,199,199,199,199,199,
199,199,199,199,255,255,255,183,86,183,183,183,183,183,255,255,199,199,199,199,
199,199,199,199,199,255,255,183,183,183,74,183,183,173,255,255,199,199,199,199,
199,199,199,199,199,255,255,173,84,183,167,3,6,173,255,255,199,199,199,199,
199,199,199,199,199,199,255,6,0,0,3,2,0,6,255,199,199,199,199,199,
199,199,199,199,199,199,199,6,2,0,0,0,0,6,199,199,199,199,199,199,
199,199,199,199,199,199,0,199,199,0,0,0,0,255,255,199,199,199,199,199,
199,199,199,199,199,199,199,0,0,0,199,199,0,0,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,0,199,199,199,0,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


